(2, 4)
(2, 4)
(2, 4)
(2, 4)
(2, 4)
(9, 5)
(2, 3)
(2, 4)
(2, 4)
(2, 4)
(2, 4)
(2, 4)
(2, 4)
(1, 7)
(1, 7)
(1, 7)
(7, 10)
(7, 3)
(1, 7)
(1, 6)
(9, 6)
(9, 8)
(9, 8)
(6, 8)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(6, 8)
(6, 1)
(6, 8)
(6, 1)
(1, 10)
(1, 9)
(6, 3)
(6, 8)
(9, 8)
(9, 8)
(9, 8)
(9, 8)
(9, 8)
(9, 8)
(9, 8)
(8, 6)
(8, 1)
(8, 2)
(8, 1)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
(8, 9)
(8, 10)
