(4, 5)
(10, 2)
(10, 7)
(10, 7)
(7, 3)
(2, 4)
(7, 2)
(7, 6)
(10, 9)
(7, 10)
(7, 2)
(6, 3)
(9, 1)
(1, 3)
(1, 3)
(4, 5)
(4, 5)
(2, 4)
(2, 4)
(2, 4)
(2, 4)
(2, 4)
(4, 5)
(4, 5)
(7, 2)
(7, 2)
(7, 2)
(7, 2)
(7, 2)
(2, 4)
(4, 2)
(4, 5)
(4, 2)
(2, 4)
(4, 2)
(2, 4)
(4, 2)
(10, 7)
(10, 7)
(10, 9)
(10, 9)
(1, 10)
(10, 9)
(1, 3)
(7, 3)
(7, 3)
(9, 5)
(1, 10)
(10, 7)
(1, 3)
(10, 9)
(10, 9)
(9, 5)
(7, 3)
(7, 3)
(1, 10)
(1, 10)
(1, 10)
(1, 10)
(1, 10)
