(8, 9)
(9, 8)
(9, 6)
(8, 9)
(9, 2)
(9, 2)
(5, 4)
(9, 2)
(9, 3)
(6, 2)
(8, 9)
(9, 3)
(3, 5)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(3, 10)
(3, 8)
(3, 9)
(3, 2)
(3, 2)
(3, 1)
(3, 5)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(3, 5)
(3, 1)
(3, 1)
(6, 8)
(5, 9)
(3, 1)
(3, 1)
(3, 6)
(3, 6)
(3, 6)
(3, 6)
(3, 6)
(3, 6)
(3, 1)
(3, 1)
(3, 1)
(3, 8)
(3, 1)
(3, 5)
(3, 4)
(3, 5)
(2, 4)
(2, 4)
(2, 6)
(2, 4)
(9, 5)
(9, 3)
(7, 8)
(3, 4)
(1, 7)
(9, 5)
(2, 7)
(2, 6)
(2, 6)
(2, 6)
(2, 6)
(1, 6)
(1, 7)
(7, 9)
(1, 6)
(1, 7)
(1, 6)
(1, 9)
(1, 7)
(1, 6)
(6, 1)
(1, 6)
(7, 9)
(7, 9)
(3, 1)
(1, 3)
(1, 3)
(1, 3)
(1, 2)
(3, 1)
(3, 1)
(1, 3)
(3, 1)
(1, 3)
(3, 1)
(3, 1)
(3, 1)
(3, 4)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
