(1, 3)
(1, 3)
(1, 3)
(1, 3)
(8, 9)
(1, 3)
(1, 3)
(8, 2)
(8, 2)
(4, 5)
(8, 2)
(4, 2)
(4, 2)
(8, 9)
(8, 9)
(1, 8)
(8, 9)
(8, 9)
(8, 9)
(8, 9)
(8, 9)
(8, 9)
(6, 8)
(8, 9)
(9, 6)
(1, 8)
(8, 2)
(8, 9)
(8, 9)
(1, 3)
(1, 3)
(1, 3)
(1, 8)
(1, 3)
(3, 1)
(1, 8)
(1, 8)
(8, 2)
(8, 2)
(1, 3)
(1, 3)
(1, 3)
(1, 8)
(1, 8)
(1, 3)
(1, 9)
(1, 3)
(1, 3)
(8, 2)
(8, 2)
(1, 3)
(1, 3)
(1, 3)
(1, 3)
(1, 3)
(1, 9)
(1, 9)
(1, 3)
(1, 9)
(1, 9)
(1, 9)
(1, 3)
(1, 3)
(1, 3)
(1, 3)
(1, 3)
(1, 3)
(1, 3)
(1, 3)
(1, 3)
(1, 3)
(1, 6)
(1, 3)
