(1, 10)
(3, 6)
(4, 6)
(2, 3)
(3, 1)
(2, 4)
(4, 5)
(4, 6)
(8, 2)
(7, 3)
(3, 5)
(3, 9)
(7, 3)
(6, 8)
(10, 7)
(7, 3)
(3, 10)
(3, 8)
(3, 8)
(4, 7)
(8, 9)
(7, 3)
(3, 6)
(3, 1)
(1, 3)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(1, 3)
(3, 1)
(4, 5)
(1, 6)
(1, 9)
(1, 6)
(1, 10)
(1, 3)
(1, 5)
(1, 7)
(1, 3)
(3, 1)
(3, 1)
(3, 1)
(3, 1)
(1, 3)
(3, 1)
(3, 4)
(3, 5)
(5, 9)
(5, 10)
(5, 4)
(5, 9)
(5, 4)
(5, 9)
(5, 9)
(5, 2)
(5, 4)
(5, 4)
(5, 4)
(5, 4)
(5, 4)
(3, 5)
(5, 9)
(9, 7)
(9, 7)
(9, 5)
(7, 10)
(10, 7)
(9, 4)
(5, 4)
(3, 10)
(10, 9)
(10, 3)
(3, 1)
(1, 5)
(5, 4)
(5, 3)
(4, 1)
