(6, 3)
(6, 9)
(9, 5)
(2, 7)
(10, 4)
(4, 5)
(7, 10)
(10, 4)
(4, 5)
(7, 2)
(7, 3)
(7, 6)
(6, 3)
(6, 5)
(2, 7)
(7, 2)
(2, 7)
(7, 2)
(2, 7)
(7, 6)
(6, 3)
(6, 2)
(6, 3)
(6, 9)
(9, 6)
(6, 3)
(6, 5)
(10, 9)
(4, 5)
(4, 5)
(4, 5)
(4, 5)
(2, 4)
(2, 4)
(2, 4)
(2, 4)
(2, 4)
(4, 5)
(2, 4)
(4, 5)
(2, 1)
(1, 6)
(6, 5)
(2, 7)
(7, 3)
(4, 7)
(4, 5)
(7, 3)
(4, 2)
(4, 5)
(4, 2)
(2, 4)
(4, 6)
(6, 5)
(4, 2)
(2, 4)
(4, 6)
(6, 9)
(4, 2)
(2, 4)
(4, 6)
(4, 2)
(2, 4)
(4, 6)
(6, 9)
(4, 2)
(2, 4)
(4, 6)
(4, 2)
(2, 4)
(4, 6)
(6, 9)
(4, 2)
(2, 4)
(4, 6)
(4, 2)
(2, 4)
