(6, 1)
(7, 9)
(7, 8)
(4, 5)
(4, 2)
(4, 2)
(4, 2)
(7, 10)
(4, 2)
(8, 9)
(6, 1)
(6, 9)
(6, 2)
(6, 1)
(8, 9)
(5, 6)
(6, 9)
(6, 1)
(8, 9)
(8, 2)
(8, 9)
(4, 2)
(4, 2)
(4, 5)
(4, 2)
(5, 4)
(5, 4)
(6, 10)
(8, 9)
(1, 6)
(2, 1)
(1, 8)
(6, 9)
(6, 3)
(10, 9)
(10, 9)
(10, 9)
(9, 5)
(9, 5)
(7, 10)
(7, 10)
(10, 9)
(9, 5)
(3, 9)
(7, 10)
(10, 9)
(1, 7)
(7, 10)
(7, 10)
(1, 6)
(1, 10)
(1, 10)
(1, 10)
(1, 10)
(1, 9)
(2, 1)
(6, 1)
(6, 1)
(1, 9)
(6, 1)
(1, 9)
(1, 3)
(1, 9)
(1, 9)
(3, 1)
(1, 10)
(3, 1)
(6, 3)
(1, 9)
(1, 9)
(6, 1)
