(7, 8)
(10, 8)
(6, 2)
(7, 8)
(6, 7)
(6, 2)
(3, 2)
(2, 4)
(2, 4)
(7, 10)
(4, 5)
(4, 5)
(7, 10)
(4, 5)
(4, 5)
(3, 9)
(4, 5)
(2, 7)
(3, 1)
(1, 9)
(1, 9)
(3, 9)
(1, 10)
(1, 10)
(10, 2)
(1, 10)
(1, 9)
(7, 10)
(2, 7)
(2, 4)
(7, 10)
(2, 4)
(1, 10)
(10, 7)
(1, 9)
(1, 9)
(9, 7)
(1, 9)
(2, 4)
(10, 9)
(2, 4)
(2, 4)
(7, 10)
(7, 10)
(2, 4)
(4, 5)
(2, 4)
(2, 4)
(7, 9)
(4, 5)
(4, 5)
(4, 5)
(2, 4)
(1, 6)
(3, 9)
(6, 10)
(1, 3)
(10, 9)
(1, 10)
(7, 10)
(10, 9)
(9, 5)
(1, 7)
(10, 9)
(7, 6)
(6, 1)
(3, 6)
(1, 10)
(6, 1)
(3, 1)
(1, 10)
(1, 6)
(10, 9)
(7, 6)
(2, 7)
(10, 7)
(6, 1)
(6, 1)
(10, 7)
(6, 1)
(1, 6)
(2, 6)
(1, 6)
(1, 3)
(3, 5)
(1, 9)
(8, 10)
(3, 1)
(1, 6)
(8, 3)
(3, 5)
(8, 2)
(8, 2)
(3, 8)
(2, 7)
(2, 7)
(7, 3)
(8, 2)
(4, 2)
(6, 2)
