(10, 8)
(8, 2)
(8, 2)
(2, 4)
(2, 4)
(2, 4)
(8, 2)
(1, 6)
(9, 8)
(10, 9)
(10, 9)
(9, 4)
(9, 4)
(8, 2)
(8, 2)
(8, 2)
(8, 2)
(2, 4)
(7, 3)
(3, 1)
(3, 1)
(3, 1)
(3, 4)
(7, 2)
(7, 10)
(7, 10)
(8, 9)
(8, 9)
(8, 9)
(3, 8)
(6, 1)
(1, 3)
(1, 3)
(1, 7)
(3, 1)
(8, 9)
(9, 6)
(9, 6)
(6, 2)
(6, 2)
(2, 4)
(2, 4)
(6, 2)
(6, 2)
(2, 4)
(6, 9)
(9, 6)
(9, 6)
(9, 6)
(9, 2)
(9, 6)
(9, 6)
(9, 6)
(9, 4)
(4, 2)
(8, 9)
(9, 6)
(9, 6)
(8, 9)
(9, 6)
(9, 6)
(1, 3)
(1, 3)
(7, 10)
(2, 10)
(8, 9)
(9, 6)
(9, 2)
(9, 6)
(2, 10)
(10, 9)
(10, 3)
(10, 3)
(10, 3)
(10, 3)
(10, 9)
(10, 3)
(10, 9)
(10, 9)
(10, 3)
(10, 8)
(3, 1)
(1, 6)
(1, 9)
(1, 3)
(1, 3)
(3, 2)
(2, 7)
(2, 7)
(2, 7)
(2, 7)
(6, 2)
(2, 4)
(6, 9)
(6, 9)
(6, 4)
(4, 2)
(2, 7)
(6, 2)
(2, 6)
