(4, 5)
(6, 8)
(6, 5)
(1, 3)
(3, 1)
(3, 4)
(1, 8)
(1, 8)
(1, 8)
(9, 7)
(1, 3)
(7, 10)
(7, 10)
(8, 2)
(2, 4)
(2, 4)
(2, 7)
(2, 7)
(4, 2)
(7, 10)
(10, 7)
(7, 10)
(7, 2)
(7, 10)
(7, 9)
(9, 5)
(7, 10)
(7, 10)
(10, 2)
(10, 9)
(9, 5)
(9, 3)
(9, 5)
(5, 4)
(4, 2)
(4, 5)
(1, 3)
(1, 3)
(1, 9)
(1, 10)
(9, 3)
(9, 2)
(3, 10)
(6, 3)
(6, 2)
(6, 1)
(6, 5)
(1, 2)
(1, 6)
(6, 3)
(6, 5)
(6, 5)
(3, 1)
(2, 10)
(2, 7)
(1, 2)
(6, 1)
(6, 3)
(9, 6)
(6, 3)
(6, 5)
(6, 5)
(6, 10)
(1, 6)
(6, 9)
(6, 1)
(1, 5)
(1, 9)
(3, 1)
(3, 1)
(1, 3)
(3, 1)
(7, 3)
(7, 10)
(7, 10)
(4, 7)
(4, 3)
(2, 4)
(4, 2)
(3, 1)
(1, 3)
(9, 6)
(10, 9)
(2, 6)
(2, 7)
(7, 10)
(1, 10)
(7, 3)
(7, 9)
(3, 1)
(2, 3)
(2, 4)
(7, 4)
(7, 10)
(7, 2)
(2, 4)
(2, 7)
(2, 4)
(4, 2)
(2, 4)
