(10, 7)
(6, 4)
(6, 1)
(6, 1)
(1, 3)
(6, 1)
(6, 1)
(1, 3)
(1, 3)
(10, 7)
(10, 9)
(7, 10)
(1, 3)
(1, 3)
(1, 3)
(4, 5)
(2, 4)
(2, 4)
(2, 5)
(4, 2)
(4, 5)
(4, 5)
(4, 5)
(5, 6)
(2, 7)
(2, 7)
(2, 4)
(2, 6)
(2, 7)
(2, 7)
(2, 4)
(6, 1)
(5, 3)
(4, 2)
(2, 7)
(2, 4)
(4, 1)
(2, 4)
(7, 10)
(7, 10)
(4, 5)
(4, 3)
(4, 2)
(4, 2)
(4, 2)
(4, 2)
(2, 4)
(2, 4)
(4, 6)
(6, 3)
(6, 8)
(4, 6)
(4, 6)
(4, 5)
(4, 5)
(4, 3)
(4, 5)
(4, 2)
(4, 2)
(4, 5)
(4, 5)
(4, 5)
(4, 5)
(4, 5)
(4, 5)
(4, 5)
(4, 5)
(4, 5)
(4, 5)
(4, 5)
(1, 6)
(6, 9)
(6, 1)
(6, 1)
(1, 3)
(6, 1)
(6, 1)
(3, 5)
(3, 5)
(3, 5)
(4, 5)
(9, 5)
(2, 4)
(4, 5)
(6, 2)
(6, 1)
(6, 1)
(6, 1)
(1, 6)
(1, 3)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
