(10, 2)
(2, 4)
(6, 5)
(7, 6)
(8, 7)
(7, 4)
(6, 2)
(6, 8)
(2, 7)
(7, 10)
(4, 5)
(6, 8)
(6, 5)
(6, 8)
(6, 5)
(2, 4)
(4, 5)
(10, 9)
(9, 6)
(6, 9)
(6, 5)
(6, 4)
(6, 5)
(6, 5)
(9, 8)
(9, 5)
(6, 1)
(1, 6)
(6, 1)
(1, 4)
(1, 6)
(1, 4)
(8, 9)
(9, 5)
(6, 8)
(6, 9)
(9, 5)
(10, 2)
(6, 2)
(6, 9)
(6, 5)
(6, 10)
(6, 5)
(10, 3)
(2, 7)
(7, 10)
(10, 9)
(9, 2)
(9, 6)
(1, 6)
(6, 9)
(9, 6)
(6, 1)
(6, 7)
(10, 7)
(7, 10)
(6, 9)
(9, 10)
(9, 6)
(6, 3)
(9, 8)
(9, 1)
(6, 8)
(3, 8)
(6, 9)
(9, 8)
(9, 6)
(8, 6)
(6, 5)
(6, 1)
(6, 5)
(1, 6)
(6, 5)
(6, 1)
(6, 9)
(6, 1)
(6, 5)
(6, 5)
(5, 6)
(6, 8)
(6, 10)
(2, 3)
(3, 6)
(6, 5)
(6, 9)
(6, 1)
(1, 6)
(6, 5)
(6, 5)
(9, 1)
(9, 5)
(9, 5)
(2, 4)
(6, 9)
(9, 2)
(6, 5)
(2, 7)
(10, 7)
(9, 1)
(9, 10)
